gene_id,SRR6819016,SRR6819017,SRR6819018,SRR6819020,SRR6819021,SRR6819022
FUN_018150,28,47,280,117,393,380
FUN_018216,301,221,425,295,441,368
FUN_018548,44,36,144,96,230,205
FUN_018718,31,21,2082,2825,3995,3917
FUN_018790,8,14,680,1117,1268,1374
FUN_019225,8,12,18,26,18,29
FUN_019297,14,8,24,11,19,21
FUN_019305,14,17,43,18,40,30
FUN_019324,8,12,23,15,24,17
FUN_019360,5,11,18,24,31,21
FUN_019421,141,95,212,148,231,168
FUN_019502,88,135,246,185,274,272
FUN_019542,66,52,144,81,112,123
FUN_019603,243,269,614,434,502,496
FUN_019681,135,228,436,378,413,379
FUN_019780,78,141,347,287,384,279
FUN_020129,13,18,46,19,12,19
FUN_020177,159,178,170,98,164,152
FUN_020223,531,600,1204,752,1114,919
FUN_020273,910,826,2537,1124,3518,2196
FUN_020352,556,1028,2194,1138,1752,1095
FUN_020486,331,261,488,253,428,364
FUN_020536,134,152,412,275,381,356
FUN_020658,295,340,701,369,602,489
FUN_020799,522,407,1235,646,1149,895
FUN_018986,3,2,0,5,2,0
FUN_020175,94,258,344,212,43,24
FUN_019270,0,23,1,11,5,2
FUN_030273,0,25,5,12,0,0
FUN_019120,20,53,22,40,0,12
FUN_019220,22,21,0,42,0,5
FUN_019464,4,7,2,2,2,4
FUN_019547,8,51,0,38,0,0
FUN_019679,10,45,12,15,0,0
FUN_019764,76,192,0,244,13,0
FUN_019915,115,187,51,203,18,26
FUN_020007,284,250,30,382,0,24
FUN_020266,128,84,269,267,276,156
FUN_020336,49,52,133,65,112,97
FUN_020417,429,364,877,457,858,876
FUN_020702,47,64,246,150,244,201
FUN_020796,4,1,2,4,4,6
FUN_001361,0,2,3,1,0,3
FUN_002231,0,2,3,1,0,2
FUN_005902,217,278,773,618,666,640
FUN_007301,0,11,12,8,25,10
FUN_008186,0,2,11,4,13,5
FUN_013459,0,2,3,3,0,3
FUN_014463,0,0,0,0,0,0
FUN_014860,0,0,0,0,0,0
FUN_015395,0,0,0,0,0,0
FUN_015481,0,2,0,2,0,0
FUN_015870,0,0,0,0,0,0
FUN_016025,0,0,0,0,0,0
FUN_016743,0,0,0,0,0,0
FUN_016887,0,0,0,0,0,0
FUN_016914,0,0,0,10,15,8
FUN_018130,0,2,0,1,0,0
FUN_001956,16,16,33,25,17,25
FUN_003423,215,326,522,523,631,562
FUN_004457,37,46,151,172,258,191
FUN_005475,2134,2192,3775,2550,3959,3220
FUN_006189,22,23,131,53,103,102
FUN_006472,529,383,387,457,363,305
FUN_006644,44,30,44,24,38,49
FUN_006749,70,73,26,34,25,43
FUN_006918,376,416,683,440,668,572
FUN_007125,275,259,381,253,381,280
FUN_007639,25,15,16,20,40,25
FUN_007894,97,137,157,102,169,167
FUN_008212,46,40,37,25,22,39
FUN_008350,54,66,113,50,56,64
FUN_008479,109,199,444,465,460,457
FUN_009556,199,184,268,282,222,256
FUN_010500,977,935,2171,1258,2068,1818
FUN_010794,375,295,444,324,408,298
FUN_010914,108,107,163,143,118,51
FUN_012413,182,377,212,376,144,92
FUN_013621,486,444,939,544,846,740
FUN_013965,194,113,185,142,136,147
FUN_014029,206,191,368,230,335,349
FUN_014100,285,273,501,366,536,465
FUN_014891,31,41,59,22,57,53
FUN_017029,29,40,59,343,164,112
FUN_017132,33,47,53,61,72,75
FUN_017219,73,45,96,42,86,93
FUN_017418,241,839,758,677,106,68
FUN_030272,203,144,81,125,60,67
FUN_017920,3,15,2,5,0,2
FUN_018005,685,2391,1988,1871,305,133
FUN_018169,10,8,0,15,0,0
FUN_018254,3,9,9,16,14,19
FUN_018451,2,6,2,3,3,3
FUN_000290,485,686,1349,922,1339,1357
FUN_001685,264,435,645,661,597,625
FUN_002529,1029,1075,1454,1064,1064,1072
FUN_002937,1038,913,1885,1036,1669,1437
FUN_003787,61,58,96,64,85,91
FUN_005428,162,263,258,246,168,153
FUN_006464,360,335,659,364,602,471
FUN_006606,13,20,52,11,31,31
FUN_006715,413,447,1233,569,1219,1093
FUN_006999,1202,1180,2102,1320,1973,1399
FUN_007215,121,155,167,147,128,184
FUN_007698,397,342,860,517,753,625
FUN_008121,309,259,627,279,607,462
FUN_007898,2906,2686,4266,2287,4009,3475
FUN_008305,191,164,715,441,769,729
FUN_011078,13,0,27,14,11,16
FUN_011296,28,18,37,22,22,27
FUN_008663,1305,1278,2173,1250,2000,1418
FUN_008780,399,230,530,187,369,289
FUN_008921,274,250,511,435,481,404
FUN_011413,174,292,396,210,361,327
FUN_011982,43,50,733,113,532,525
FUN_012249,862,823,3954,870,5055,2447
FUN_012527,5315,5411,8480,5630,7681,6019
FUN_012729,369,587,1202,958,1323,1053
FUN_012993,639,713,1525,1001,1579,1340
FUN_013484,539,735,1597,845,1445,1157
FUN_013637,1,1,1,1,1,1
FUN_013801,349,354,500,463,260,217
FUN_014474,20,24,25,18,18,19
FUN_016069,4,6,19,14,6,4
FUN_016111,612,461,1008,513,1001,852
FUN_016357,375,332,708,309,594,564
FUN_016436,1201,1004,2907,1546,2874,1969
FUN_016233,43215,33851,42444,32317,35926,31953
FUN_016712,76,62,126,58,88,60
FUN_016486,478,590,800,517,954,625
FUN_016580,1673,1340,4028,2034,3784,2860
FUN_017069,9,28,49,35,69,84
FUN_017252,5,3,24,6,24,14
FUN_017443,19,20,43,22,36,40
FUN_018172,70,121,191,155,172,195
FUN_018320,11,3,9,19,8,11
FUN_017799,1215,1742,2606,1776,2548,1871
FUN_018103,213,96,306,121,181,185
FUN_030274,219,165,314,197,271,229
FUN_019299,1743,1641,3633,2211,3179,2520
FUN_019381,710,757,1233,844,1119,1034
FUN_019557,588,603,937,652,770,678
FUN_019646,514,659,1150,686,1115,839
FUN_020167,0,4,18,9,6,11
FUN_002859,459,407,763,403,669,551
FUN_003018,24,31,17,12,14,16
FUN_003297,222,202,477,198,420,385
FUN_003891,3,0,24,6,10,11
FUN_006570,0,0,0,1,0,0
FUN_008122,0,0,0,0,13,0
FUN_009386,0,0,38,0,0,79
FUN_009546,6,5,5,8,5,9
FUN_009637,32,40,66,34,57,51
FUN_010610,17,18,17,20,15,24
FUN_012925,3,0,0,0,12,3
FUN_017886,0,0,0,0,0,0
FUN_018316,2,0,0,0,0,6
FUN_016100,0,0,0,0,0,0
FUN_016158,0,0,0,0,0,0
FUN_016214,0,0,0,0,0,0
FUN_016304,0,0,0,0,0,0
FUN_016723,0,0,0,0,0,0
FUN_017268,0,0,0,0,0,0
FUN_017310,0,0,0,1,3,4
FUN_017834,0,0,10,0,0,0
FUN_015842,111,106,161,62,138,75
FUN_030275,5,0,0,6,8,2
FUN_018862,2,0,0,0,0,1
FUN_019769,42207,32468,39463,29456,35327,29991
FUN_019817,6,7,13,4,12,10
FUN_003321,5,9,8,6,11,0
FUN_007339,3,3,5,0,0,13
FUN_012429,370,576,754,444,700,592
FUN_012543,80,57,113,85,137,93
FUN_012596,103,48,117,48,118,85
FUN_012657,828,991,1640,893,1452,1211
FUN_014094,0,0,0,0,0,0
FUN_013306,513,683,1452,947,1355,1106
FUN_013536,777,1572,3056,1988,3184,2528
FUN_013738,44,121,180,127,224,195
FUN_013948,35,54,125,100,116,114
FUN_014282,59,154,369,276,345,335
FUN_014756,0,0,0,0,0,0
FUN_014657,675,492,1068,518,923,735
FUN_014881,4,19,17,24,21,32
FUN_014952,6,19,20,16,14,19
FUN_014992,417,276,343,192,517,255
FUN_015512,17,27,18,33,15,26
FUN_016397,3,0,11,0,0,8
FUN_018715,321,373,630,493,518,530
FUN_018800,6,2,0,3,2,6
FUN_018847,52,31,211,38,373,95
FUN_019019,90,148,223,100,220,143
FUN_019206,32,48,50,35,51,33
FUN_020198,0,0,0,0,0,0
FUN_020539,1,3,1,1,4,2
FUN_019604,137,311,480,346,489,462
FUN_019936,250,307,368,256,324,331
FUN_003485,14,23,45,15,40,29
FUN_004827,47,46,51,36,69,39
FUN_005081,24,7,3,7,2,4
FUN_005165,15,9,1,5,0,5
FUN_005453,0,0,6,0,8,6
FUN_005528,0,0,0,0,0,4
FUN_030276,118,111,54,232,45,38
FUN_030277,23,9,17,24,6,12
FUN_006496,4,0,0,0,0,0
FUN_007187,2,0,0,0,0,2
FUN_007353,0,0,0,0,0,0
FUN_007882,1897,1657,3226,2920,3339,2823
FUN_008143,122,102,165,99,163,97
FUN_008201,111,125,204,142,228,183
FUN_011634,645,651,229,368,162,204
FUN_012364,0,0,0,0,0,0
FUN_013198,0,0,0,0,0,0
FUN_002606,2,2,0,4,2,0
FUN_015348,0,5,2,3,0,0
FUN_015388,0,0,0,3,0,0
FUN_015528,0,0,2,0,0,7
FUN_015922,0,0,12,0,16,14
FUN_017270,0,0,0,0,0,0
FUN_017386,0,0,0,0,0,0
FUN_018272,0,0,0,0,0,0
FUN_018726,0,2,0,0,0,0
FUN_018934,0,0,0,0,3,0
FUN_018990,0,0,6,0,5,8
FUN_019302,0,0,0,0,0,0
FUN_019342,0,0,0,0,0,0
FUN_019369,0,0,0,0,0,0
FUN_019378,0,0,0,0,0,0
FUN_019690,0,0,0,0,0,0
FUN_019856,0,0,0,0,0,0
FUN_019990,0,0,0,0,0,0
FUN_020005,0,0,0,0,4,2
FUN_020031,0,1,0,0,0,6
FUN_015200,28,15,23,17,27,30
FUN_015264,6,14,17,10,26,29
FUN_015317,7,17,31,18,31,35
FUN_015558,4,12,17,9,9,8
FUN_015701,121,174,187,201,124,199
FUN_016990,3,0,10,3,7,8
FUN_017917,2,0,8,20,17,7
FUN_005817,0,0,0,0,0,0
FUN_006926,13,7,22,8,11,6
FUN_007022,0,0,0,0,0,0
FUN_007357,9,4,15,5,11,9
FUN_007907,0,0,0,0,0,0
FUN_007689,2,0,1,6,3,0
FUN_009120,0,0,0,0,0,0
FUN_030278,4,2,2,2,0,0
FUN_012227,38,29,42,37,21,29
FUN_012778,16,32,58,33,50,41
FUN_013587,1,0,0,0,1,1
FUN_012948,138,163,258,160,254,187
FUN_013262,382,763,1494,1122,1674,1269
FUN_013642,3,2,3,2,6,13
FUN_013688,9,17,69,44,103,190
FUN_013790,0,12,23,2,24,16
FUN_013867,0,7,25,18,10,7
FUN_013950,19,12,50,29,29,33
FUN_014009,19,21,44,18,32,28
FUN_014240,50,36,51,31,59,60
FUN_014299,10,6,19,9,17,6
FUN_014320,28,28,50,37,47,56
FUN_015172,987,709,11,43,20,16
FUN_015190,1,0,1,1,1,1
FUN_015226,2,5,12,3,13,9
FUN_015396,75,51,142,82,118,102
FUN_015901,0,0,7,0,7,4
FUN_017193,504,402,1221,690,1879,1505
FUN_017801,0,0,0,0,0,0
FUN_017815,245,269,199,285,98,99
FUN_017899,305,154,593,271,362,567
FUN_018057,847,796,1352,1130,2000,1113
FUN_018897,146,293,420,428,741,386
FUN_018998,57,75,128,59,117,115
FUN_019234,32,60,84,76,97,104
FUN_019315,8,1,6,0,8,4
FUN_019451,173,238,489,268,474,401
FUN_019503,85,83,162,71,142,150
FUN_019517,161,150,227,121,189,196
FUN_019607,152,159,584,251,501,426
FUN_019845,0,0,0,0,0,0
FUN_005555,28,31,42,36,38,47
FUN_005800,96,142,252,198,181,169
FUN_005946,223,303,461,359,453,326
FUN_004309,0,3,3,0,0,0
FUN_004601,0,1,0,0,0,0
FUN_004700,0,0,4,0,0,0
FUN_003555,861,567,1127,631,1064,824
FUN_003664,2072,1178,1217,1537,270,258
FUN_004083,2,0,0,2,2,0
FUN_004456,2,0,3,3,0,0
FUN_004905,909,980,1616,1263,1600,1153
FUN_006984,21,16,31,12,23,18
FUN_007071,225,230,465,285,481,342
FUN_011514,62,51,84,46,32,68
FUN_012646,3,0,7,11,4,4
FUN_012907,0,9,9,15,5,4
FUN_013179,3,3,4,4,2,6
FUN_013848,2,4,12,4,11,10
FUN_014931,688,627,1283,881,1238,1046
FUN_015299,191,262,539,323,499,421
FUN_015886,2,1,6,2,1,0
FUN_006625,44888,48896,74606,56915,78054,65537
FUN_016201,0,0,0,0,0,0
FUN_015977,60,82,180,141,169,129
FUN_016029,499,379,684,379,615,500
FUN_016251,28,23,14,21,11,7
FUN_016415,0,0,15,0,22,8
FUN_016728,0,0,0,0,0,0
FUN_017691,1,0,1,1,0,2
FUN_018557,2,2,17,10,31,18
FUN_019380,0,0,6,0,7,0
FUN_019454,2,5,4,3,7,2
FUN_019515,1,7,8,7,8,10
FUN_019545,3,1,6,7,2,7
FUN_019883,138,167,239,171,219,197
FUN_004038,2,0,16,9,12,12
FUN_030290,5,9,1,1,0,15
FUN_005418,5,10,30,27,39,42
FUN_005468,15,34,58,71,101,75
FUN_005543,21,73,168,135,272,209
FUN_004673,1751,2245,4507,2460,4289,3831
FUN_006016,0,0,0,33,0,31
FUN_006169,22,39,53,123,60,17
FUN_006318,229,156,191,325,225,74
FUN_007969,586,605,1112,691,1117,887
FUN_006937,1272,1526,2167,1421,1952,1787
FUN_007343,99,123,228,177,281,258
FUN_007590,2204,2429,2793,1921,2783,2424
FUN_007771,132,125,174,116,153,161
FUN_007813,254,189,286,165,256,228
FUN_007845,37,50,61,44,66,45
FUN_008206,253,244,408,309,362,256
FUN_008507,475,508,1036,579,1138,775
FUN_008619,632,567,1493,819,1378,1013
FUN_013483,0,0,0,0,0,0
FUN_015424,59,35,16,19,0,0
FUN_015750,11,29,62,44,58,26
FUN_015945,54,97,220,129,217,127
FUN_016205,1099,1140,2084,1537,1918,1838
FUN_018098,0,18,0,0,0,0
FUN_018051,34,47,0,8,0,0
FUN_018484,9,12,0,2,0,0
FUN_020264,3,0,17,7,16,4
FUN_019180,0,0,0,0,0,0
FUN_018938,727,856,1472,758,1215,958
FUN_019004,352,385,968,417,731,604
FUN_019084,208,432,985,431,758,673
FUN_005297,35,28,5,31,8,5
FUN_005707,14,0,0,0,0,0
FUN_006107,9,0,0,0,0,0
FUN_006190,0,0,0,0,9,0
FUN_009381,0,0,0,0,0,0
FUN_010709,0,0,0,0,0,0
FUN_009901,10,19,9,20,2,3
FUN_010681,2,0,0,1,0,0
FUN_011515,9,18,10,16,0,6
FUN_011696,15,16,0,16,0,0
FUN_011787,117,114,22,65,4,0
FUN_011881,68,73,9,63,0,0
FUN_012025,67,11,95,31,45,25
FUN_012177,6,5,0,2,0,0
FUN_012256,36,50,11,37,0,8
FUN_012465,16,21,2,7,0,0
FUN_013963,0,4,6,0,0,0
FUN_014001,0,6,7,8,0,0
FUN_014042,0,9,6,0,0,0
FUN_014722,2,5,2,2,4,1
FUN_015367,0,0,0,0,0,0
FUN_015035,1175,1027,926,703,968,661
FUN_030292,20,0,9,6,5,5
FUN_016270,927,923,1769,821,1691,1215
FUN_030293,39,48,115,65,165,161
FUN_016565,3992,3978,925,3257,8,14
FUN_016595,35,27,7,7,20,13
FUN_016888,211,29,656,168,430,296
FUN_018225,2,2,0,0,2,4
FUN_018325,26,8,62,22,75,58
FUN_030294,21,13,66,25,65,64
FUN_019124,1,2,0,3,3,0
FUN_018919,200,26,418,90,291,191
FUN_019865,94,68,217,89,180,143
FUN_020256,0,0,1,0,0,0
FUN_020064,729,713,1354,895,1360,1113
FUN_003946,265,219,378,209,365,268
FUN_004037,86,127,41,96,35,30
FUN_005333,25,36,122,132,132,154
FUN_007625,0,0,0,0,1,0
FUN_005537,741,1114,1607,1272,1305,1336
FUN_009044,101,52,125,90,112,78
FUN_013002,7,0,4,0,2,4
FUN_013358,3,3,4,5,7,0
FUN_014964,21,22,28,18,28,12
FUN_015120,0,5,11,10,16,8
FUN_015248,0,6,3,7,16,0
FUN_015719,65,83,97,135,150,151
FUN_016240,0,0,0,0,0,0
FUN_018616,0,0,0,0,0,0
FUN_000236,32,31,13,29,5,0
FUN_000980,52,37,79,53,55,64
FUN_005807,127,142,166,127,204,159
FUN_005017,364,437,542,444,355,372
FUN_005558,395,472,731,443,614,601
FUN_030297,29,25,24,28,8,14
FUN_030298,124,123,94,93,67,87
FUN_005935,513,491,698,410,555,622
FUN_006101,1415,1737,2093,1620,1862,1632
FUN_007168,1606,1684,1893,1295,1742,1360
FUN_010325,0,0,14,0,7,4
FUN_011535,110,93,208,118,240,207
FUN_009063,0,0,0,0,0,0
FUN_007354,360,311,484,308,441,459
FUN_007644,690,655,900,919,669,566
FUN_007828,72,105,193,178,276,227
FUN_008003,290,328,999,439,757,756
FUN_008366,1,0,3,1,2,2
FUN_009629,13,30,156,51,123,129
FUN_011649,638,741,1193,826,1078,861
FUN_019329,0,0,0,13,0,0
FUN_019387,0,17,37,19,28,27
FUN_019069,250,214,512,287,389,412
FUN_019131,215,421,1028,485,819,765
FUN_030299,4,2,5,0,0,6
FUN_019662,10,14,35,23,14,19
FUN_019831,9,8,17,11,14,15
FUN_019912,0,4,11,5,5,10
FUN_020163,39,68,94,71,79,82
FUN_020040,359,299,836,378,778,583
FUN_020125,116,86,142,100,116,120
FUN_001886,1,0,0,0,0,0
FUN_013080,0,6,6,0,0,9
FUN_014566,11,0,89,0,106,44
FUN_014938,0,0,0,0,0,0
FUN_015736,0,0,0,0,0,0
FUN_016310,0,0,0,0,0,0
FUN_017750,0,0,0,0,0,0
FUN_018240,0,0,3,0,2,0
FUN_012213,669,610,1297,668,1227,997
FUN_012793,25,39,160,66,168,135
FUN_012850,3459,3154,4928,3309,4719,3756
FUN_012998,22,30,57,20,30,28
FUN_013417,34,12,24,9,17,12
FUN_013537,198,221,443,254,341,360
FUN_013713,307,287,531,271,395,430
FUN_013809,349,404,565,451,505,458
FUN_014079,8915,8544,18460,10114,19432,13090
FUN_014216,1010,958,1801,915,1790,1468
FUN_014422,346,357,1259,409,1928,1032
FUN_016128,3,0,0,0,0,0
FUN_016235,2,2,4,0,0,4
FUN_016442,12,2,52,14,8,19
FUN_016574,327,304,583,433,322,395
FUN_018704,557,559,1129,631,1056,769
FUN_018791,550,492,1055,606,1110,801
FUN_002428,160,169,134,184,162,92
FUN_002527,243,208,193,232,193,151
FUN_003271,38,69,99,88,116,93
FUN_003872,109,265,358,278,368,302
FUN_002633,588,439,276,281,219,169
FUN_002773,716,720,993,807,929,763
FUN_005220,0,44,42,34,29,26
FUN_004612,42,85,125,81,91,73
FUN_004684,818,721,797,544,626,492
FUN_004869,1097,794,1350,911,1142,962
FUN_004953,327,96,1028,149,2783,2000
FUN_008090,68,49,126,47,178,180
FUN_008538,10,0,48,640,302,306
FUN_009011,2,2,18,206,95,110
FUN_010168,11,29,262,2358,1179,1121
FUN_005404,1234,1356,139,454,215,0
FUN_005538,416,493,76,188,96,79
FUN_005725,4,0,0,0,0,2
FUN_005874,5212,5055,729,2399,1010,910
FUN_010576,5,20,307,2311,1132,1099
FUN_010710,0,0,361,514,874,1154
FUN_010869,61,115,243,127,251,181
FUN_011412,17,6,29,11,14,17
FUN_011586,1255,998,1905,1103,1647,1436
FUN_011789,226,278,347,282,272,301
FUN_012121,257,231,403,234,358,316
FUN_012688,0,0,0,7,0,0
FUN_012614,5,0,5,0,0,0
FUN_012188,691,582,894,568,644,567
FUN_012903,10,24,14,15,0,0
FUN_013229,30,47,23,36,16,24
FUN_013465,2438,1421,188,3191,113,62
FUN_013774,0,0,0,0,0,0
FUN_014080,0,0,0,0,0,0
FUN_014248,0,1,1,0,0,0
FUN_014404,0,1,1,0,1,3
FUN_014462,0,0,0,0,0,0
FUN_014694,0,0,0,0,0,0
FUN_015028,0,0,1,0,1,0
FUN_015053,0,0,2,0,0,0
FUN_015341,0,5,0,0,7,5
FUN_016659,0,0,1,0,0,0
FUN_016687,0,0,0,0,0,0
FUN_016882,0,0,159,19,0,230
FUN_013575,57,56,108,94,65,89
FUN_014849,60,64,180,99,205,129
FUN_014895,121,107,139,95,169,132
FUN_015133,169,106,167,106,116,122
FUN_016237,2,0,0,0,0,0
FUN_016451,9,0,15,9,16,21
FUN_016946,221,192,332,240,328,257
FUN_016981,1219,663,1038,768,753,487
FUN_017106,1851,2157,3160,2369,2811,2866
FUN_017372,236,171,239,154,252,216
FUN_017183,1138,836,1566,1074,1532,1457
FUN_017259,37,41,60,49,95,68
FUN_017292,1762,1587,3271,1996,3880,2994
FUN_017442,630,639,1028,734,951,835
FUN_017562,1204,1319,2341,1763,2193,2136
FUN_018089,147,122,499,98,582,391
FUN_018174,147,137,571,129,661,484
FUN_017878,7860,9689,9494,7505,7934,7814
FUN_019455,16,17,26,15,0,22
FUN_019494,36,13,49,18,40,33
FUN_019695,4,2,7,11,14,4
FUN_018432,1500,1291,2129,1401,1868,1381
FUN_018491,210,212,585,407,771,513
FUN_020104,47,82,166,135,214,179
FUN_006943,376,403,1042,598,863,858
FUN_006326,744,683,831,605,735,743
FUN_006535,2441,1634,1534,3452,1455,1797
FUN_007216,843,956,1144,793,1085,963
FUN_007377,17,24,34,12,55,29
FUN_007441,58,66,96,53,82,80
FUN_009467,11,16,43,22,23,20
FUN_009567,27,29,28,37,36,23
FUN_010031,0,2,7,0,3,4
FUN_009966,7,11,49,6,38,37
FUN_010395,0,10,7,4,0,8
FUN_013110,52,27,50,32,64,55
FUN_013683,1,0,1,0,1,5
FUN_016130,40,92,171,90,211,157
FUN_016163,211,281,464,238,552,363
FUN_016273,132,120,188,115,210,168
FUN_016358,334,306,712,351,524,538
FUN_016438,154,329,672,397,688,705
FUN_017460,13,9,16,7,11,11
FUN_017593,0,11,6,9,9,15
FUN_017870,128,117,166,103,164,125
FUN_018076,181,212,309,226,353,290
FUN_018599,0,0,0,0,0,0
FUN_018210,689,999,1957,1376,3253,1877
FUN_018794,0,0,0,0,0,0
FUN_018848,0,0,1,0,0,0
FUN_018853,0,0,0,0,0,0
FUN_018874,0,0,0,0,0,0
FUN_018877,0,0,0,0,0,1
FUN_018674,2,0,0,0,0,0
FUN_018863,1,3,3,0,2,1
FUN_018886,1,0,0,0,1,1
FUN_007448,2,7,5,1,6,4
FUN_007477,19,35,43,34,64,28
FUN_007708,4,9,19,7,12,10
FUN_009248,9,15,25,13,29,38
FUN_009294,23,27,109,46,172,167
FUN_011662,1,0,3,0,2,4
FUN_014164,192,167,304,129,311,225
FUN_014211,20,19,17,9,19,31
FUN_014310,0,0,0,0,0,0
FUN_015154,1,0,2,0,0,0
FUN_016150,13,6,21,9,20,10
FUN_016388,88,190,630,339,1528,1073
FUN_017076,13,4,11,0,17,28
FUN_016880,15,25,27,32,30,30
FUN_016928,231,238,320,221,293,262
FUN_017627,42,27,0,9,0,0
FUN_017780,17,23,5,2,2,4
FUN_018377,3,3,5,0,0,0
FUN_017482,5480,4513,9,150,0,3
FUN_019374,17,28,26,8,33,37
FUN_030300,160,53,255,22,895,415
FUN_019286,67,39,119,29,246,141
FUN_019434,26,15,37,17,35,25
FUN_019520,10,23,21,23,55,26
FUN_003674,22,19,51,28,39,27
FUN_003832,1965,1715,2396,1476,2188,1882
FUN_004091,82,66,169,109,112,111
FUN_004319,531,612,1186,754,1028,874
FUN_004811,22,22,48,27,40,33
FUN_004835,168,190,341,220,356,226
FUN_005011,261,295,546,296,558,421
FUN_005088,104,103,353,126,232,215
FUN_006139,192,257,332,195,281,238
FUN_006342,99,97,174,66,125,83
FUN_005445,267,260,746,273,537,465
FUN_005711,86,129,236,136,262,184
FUN_005922,2018,1895,3643,2121,3155,2394
FUN_007532,0,0,6,0,0,0
FUN_007245,12,27,43,11,29,29
FUN_008349,0,3,17,11,6,16
FUN_008223,8,13,3,20,17,9
FUN_006701,585,823,1066,776,817,755
FUN_006966,303,248,269,217,188,199
FUN_010479,14,8,8,10,26,16
FUN_010916,10,9,1,7,5,6
FUN_010814,974,873,1952,931,1990,1521
FUN_010994,589,578,1051,622,859,737
FUN_011118,569,453,577,396,586,473
FUN_011172,88,60,220,126,199,137
FUN_012459,0,0,0,0,0,0
FUN_011305,963,1201,2242,1717,2230,2166
FUN_013649,3,1,0,1,1,1
FUN_013691,3,1,0,1,2,1
FUN_013754,1,1,0,0,0,0
FUN_013778,0,0,0,0,0,0
FUN_014769,900,817,1221,826,1175,987
FUN_015373,13,20,35,25,24,12
FUN_015940,8,14,25,16,21,11
FUN_016229,0,0,0,0,0,0
FUN_016385,7,14,25,16,19,11
FUN_015030,942,744,1609,1285,1064,1469
FUN_015196,1811,1605,3294,2338,2673,2562
FUN_016466,212,165,231,136,460,128
FUN_016557,234,282,737,335,956,548
FUN_016696,432,390,417,467,337,297
FUN_016850,0,0,0,0,0,1
FUN_016894,178,177,373,150,311,255
FUN_017856,0,0,0,0,0,0
FUN_017956,0,2,0,0,0,0
FUN_017986,0,0,0,0,0,0
FUN_018107,0,0,0,0,0,0
FUN_018604,0,0,0,0,0,0
FUN_017531,14,21,28,12,0,15
FUN_018823,395,366,528,499,478,437
FUN_019020,8537,8219,12976,8419,13364,10533
FUN_019083,533,424,182,250,137,124
FUN_019115,2053,1763,2762,1767,2837,2283
FUN_019405,103,106,248,144,286,208
FUN_019192,2575,2760,2324,2197,1707,1289
FUN_019504,91,133,219,91,202,120
FUN_019534,157,117,147,128,173,107
FUN_019699,4,5,14,6,13,11
FUN_000049,1,1,1,2,0,0
FUN_000719,0,0,0,0,5,2
FUN_001239,12,0,0,5,4,3
FUN_002457,2,2,3,3,1,3
FUN_003247,3,4,8,4,7,5
FUN_005982,2,2,1,1,3,3
FUN_007239,1,1,0,2,0,0
FUN_007376,0,0,0,0,0,2
FUN_007622,14,5,6,5,7,5
FUN_008949,2,1,4,6,4,5
FUN_008966,5,10,18,15,12,13
FUN_009728,1,0,2,6,3,5
FUN_009751,2,4,5,4,6,5
FUN_009955,0,0,0,0,0,0
FUN_012139,2,0,1,0,0,2
FUN_012485,8,7,0,3,5,0
FUN_013121,2,4,0,0,2,2
FUN_012731,163,181,330,172,374,273
FUN_012901,93,136,274,192,214,224
FUN_013040,37,42,141,94,106,100
FUN_013144,776,734,777,654,913,807
FUN_013290,98,68,110,67,63,94
FUN_013424,10,4,17,3,21,17
FUN_013451,77,57,189,72,177,161
FUN_013544,85,69,152,90,118,101
FUN_013561,22,22,48,24,37,29
FUN_014005,11,7,33,12,21,28
FUN_016319,158,203,326,229,344,292
FUN_016477,70,79,157,76,149,115
FUN_016550,884,1012,1513,840,1611,1153
FUN_016656,56,135,392,290,419,330
FUN_016761,658,1026,2032,1612,2253,1808
FUN_016896,11,2,4,0,3,0
FUN_017701,7,2,3,2,12,2
FUN_017399,1751,2235,5973,3844,6144,5362
FUN_018160,241,206,110,1178,75,62
FUN_018443,8,4,540,91,263,301
FUN_018522,14,25,33,5,17,15
FUN_017872,1481,1127,1907,1560,2035,1494
FUN_017987,630,774,1629,431,1215,978
FUN_018922,193,172,360,152,291,306
FUN_018966,11,14,14,15,14,0
FUN_018995,23,14,20,13,22,16
FUN_018624,1781,1574,2954,1688,2677,2305
FUN_018773,1742,2235,4638,2766,4534,3835
FUN_019647,224,139,287,151,224,236
FUN_019046,686,675,1084,652,915,682
FUN_019210,190,246,533,281,542,486
FUN_019298,727,845,1762,1181,1676,1576
FUN_002098,85,58,89,75,64,68
FUN_002183,26,8,17,15,19,14
FUN_002350,13,22,36,29,24,31
FUN_009886,2,4,20,7,15,13
FUN_009423,8,7,11,6,7,8
FUN_009479,6224,5345,6814,5813,6481,5514
FUN_009661,663,720,1262,804,1183,942
FUN_019108,574,645,1317,710,1275,1194
FUN_001912,123,226,405,269,275,268
FUN_002668,14,47,46,40,49,42
FUN_004351,3,4,2,4,6,0
FUN_009001,305,367,521,379,460,435
FUN_009268,434,402,855,527,901,749
FUN_009367,452,430,662,348,654,524
FUN_009498,3288,3215,2813,3060,2726,2207
FUN_009670,532,573,835,625,798,582
FUN_009796,143,125,172,90,163,136
FUN_009917,481,405,737,484,560,572
FUN_010534,29,32,73,61,67,50
FUN_010874,225,206,333,281,373,291
FUN_011719,4,0,0,0,2,0
FUN_014858,563,660,802,620,679,611
FUN_015330,0,0,0,0,0,0
